22020-04-29 18:04:231 INFO  BrowserSelector :21 - Launching chrome browser
2020-04-29 18:04:538 INFO  FlightPage :79 - Clicking on Travellers button[[ChromeDriver: chrome on WINDOWS (ee839520659b40ab9c37f2ff26ce6e04)] -> xpath: //div[@class='menu-bar gcw-travel-selector-wrapper']//button[@class='trigger-utility menu-trigger btn-utility btn-secondary dropdown-toggle theme-standard pin-left menu-arrow gcw-component gcw-traveler-amount-select gcw-component-initialized']]
2020-04-29 18:04:751 INFO  FlightPage :85 - Clicking on adult [[ChromeDriver: chrome on WINDOWS (ee839520659b40ab9c37f2ff26ce6e04)] -> xpath: //body[contains(@class,'')]/meso-native-marquee/section[@id='WizardHero']/div[@id='hero-banner']/div[contains(@class,'hero-banner-gradient native-marquee')]/div[contains(@class,'cols-row hero-banner-inner')]/section[@id='wizardSection']/div[contains(@class,'hero-banner-box siteId-3 cf hideClassicDcol')]/div[@id='wizard-tabs']/div[contains(@class,'tabs-container col')]/section[@id='section-flight-tab-hp']/form[@id='gcw-flights-form-hp-flight']/fieldset[contains(@class,'room-data')]/div[contains(@class,'cols-nested')]/div[contains(@class,'ab25184-traveler-wrapper-flight available-for-flights gcw-clear-both')]/div[@id='traveler-selector-hp-flight']/div[contains(@class,'menu-bar gcw-travel-selector-wrapper')]/ul[contains(@class,'menu-bar-inner')]/li[contains(@class,'open')]/div[contains(@class,'menu sticky gcw-menu')]/div[contains(@class,'menu-main')]/div[contains(@class,'traveler-selector-sinlge-room-data traveler-selector-room-data')]/div[contains(@class,'uitk-grid step-input-outside gcw-component gcw-component-step-input gcw-step-input gcw-component-initialized')]/div[contains(@class,'uitk-col all-col-shrink')]/button[contains(@class,'uitk-step-input-button uitk-step-input-plus')]/span[1]//*[local-name()='svg']]
2020-04-29 18:04:935 INFO  FlightPage :91 - Clicking on close button Proxy element for: DefaultElementLocator 'By.xpath: //li[contains(@class,'open')]//button[contains(@class,'close btn-text')]'
2020-04-29 18:04:792 INFO  FlightPage :97 - Clicking on search button Proxy element for: DefaultElementLocator 'By.xpath: //form[@id='gcw-flights-form-hp-flight']//button[contains(@class,'btn-primary btn-action gcw-submit')]'
2020-04-29 18:04:844 INFO  FlightPage :102 - Getting Destination message [[ChromeDriver: chrome on WINDOWS (ee839520659b40ab9c37f2ff26ce6e04)] -> xpath: //span[@class='title-city-text']]
2020-04-29 18:04:89 INFO  BrowserSelector :21 - Launching chrome browser
2020-04-29 18:04:441 INFO  HomePage :25 - Clicking on accept button [[ChromeDriver: chrome on WINDOWS (4c76e5dd63b6489efa04d344de3f85b3)] -> xpath: //span[@class='button-text']]
2020-04-29 18:04:746 INFO  HomePage :37 - Clicking on flight button [[ChromeDriver: chrome on WINDOWS (4c76e5dd63b6489efa04d344de3f85b3)] -> xpath: //button[@id='tab-flight-tab-hp']//span[@class='uitk-icon uitk-icon-flights']]
2020-04-29 18:04:386 INFO  FlightPage :53 - Flying from Ahmedabad flying field [[ChromeDriver: chrome on WINDOWS (4c76e5dd63b6489efa04d344de3f85b3)] -> xpath: //input[@id='flight-origin-hp-flight']]
2020-04-29 18:04:713 INFO  FlightPage :59 - Going to Dubaigoing field [[ChromeDriver: chrome on WINDOWS (4c76e5dd63b6489efa04d344de3f85b3)] -> xpath: //input[@id='flight-destination-hp-flight']]
2020-04-29 18:04:132 INFO  FlightPage :65 - Departing Date 18/12/2020Date field[[ChromeDriver: chrome on WINDOWS (4c76e5dd63b6489efa04d344de3f85b3)] -> xpath: //input[@id='flight-departing-hp-flight']]
2020-04-29 18:04:722 INFO  FlightPage :73 - Returning Date10/01/2021Return date field[[ChromeDriver: chrome on WINDOWS (4c76e5dd63b6489efa04d344de3f85b3)] -> xpath: //input[@id='flight-returning-hp-flight']]
2020-04-29 18:04:937 INFO  FlightPage :79 - Clicking on Travellers button[[ChromeDriver: chrome on WINDOWS (4c76e5dd63b6489efa04d344de3f85b3)] -> xpath: //div[@class='menu-bar gcw-travel-selector-wrapper']//button[@class='trigger-utility menu-trigger btn-utility btn-secondary dropdown-toggle theme-standard pin-left menu-arrow gcw-component gcw-traveler-amount-select gcw-component-initialized']]
2020-04-29 18:04:172 INFO  FlightPage :85 - Clicking on adult [[ChromeDriver: chrome on WINDOWS (4c76e5dd63b6489efa04d344de3f85b3)] -> xpath: //body[contains(@class,'')]/meso-native-marquee/section[@id='WizardHero']/div[@id='hero-banner']/div[contains(@class,'hero-banner-gradient native-marquee')]/div[contains(@class,'cols-row hero-banner-inner')]/section[@id='wizardSection']/div[contains(@class,'hero-banner-box siteId-3 cf hideClassicDcol')]/div[@id='wizard-tabs']/div[contains(@class,'tabs-container col')]/section[@id='section-flight-tab-hp']/form[@id='gcw-flights-form-hp-flight']/fieldset[contains(@class,'room-data')]/div[contains(@class,'cols-nested')]/div[contains(@class,'ab25184-traveler-wrapper-flight available-for-flights gcw-clear-both')]/div[@id='traveler-selector-hp-flight']/div[contains(@class,'menu-bar gcw-travel-selector-wrapper')]/ul[contains(@class,'menu-bar-inner')]/li[contains(@class,'open')]/div[contains(@class,'menu sticky gcw-menu')]/div[contains(@class,'menu-main')]/div[contains(@class,'traveler-selector-sinlge-room-data traveler-selector-room-data')]/div[contains(@class,'uitk-grid step-input-outside gcw-component gcw-component-step-input gcw-step-input gcw-component-initialized')]/div[contains(@class,'uitk-col all-col-shrink')]/button[contains(@class,'uitk-step-input-button uitk-step-input-plus')]/span[1]//*[local-name()='svg']]
2020-04-29 18:04:507 INFO  FlightPage :91 - Clicking on close button Proxy element for: DefaultElementLocator 'By.xpath: //li[contains(@class,'open')]//button[contains(@class,'close btn-text')]'
2020-04-29 18:04:178 INFO  FlightPage :97 - Clicking on search button Proxy element for: DefaultElementLocator 'By.xpath: //form[@id='gcw-flights-form-hp-flight']//button[contains(@class,'btn-primary btn-action gcw-submit')]'
2020-04-29 18:04:218 INFO  FlightPage :102 - Getting Destination message [[ChromeDriver: chrome on WINDOWS (4c76e5dd63b6489efa04d344de3f85b3)] -> xpath: //span[@class='title-city-text']]
2020-04-29 18:04:457 INFO  BrowserSelector :21 - Launching chrome browser
2020-04-29 18:04:549 INFO  HomePage :25 - Clicking on accept button [[ChromeDriver: chrome on WINDOWS (148bc18d4dc20ce3381cce4762543a93)] -> xpath: //span[@class='button-text']]
2020-04-29 18:04:875 INFO  AccountPage :21 - Clicking on account button [[ChromeDriver: chrome on WINDOWS (148bc18d4dc20ce3381cce4762543a93)] -> xpath: //button[@id='header-account-menu']]
2020-04-29 18:04:181 INFO  HomePage :31 - Clicking on sign in button [[ChromeDriver: chrome on WINDOWS (148bc18d4dc20ce3381cce4762543a93)] -> xpath: //button[@id='header-account-signin-button']]
2020-04-29 18:04:341 INFO  SignInPage :29 - Getting verification message [[ChromeDriver: chrome on WINDOWS (148bc18d4dc20ce3381cce4762543a93)] -> xpath: //label[@id='login-form-email-label']//span[@class='label'][contains(text(),'Email address')]]
2020-04-29 18:04:104 INFO  BrowserSelector :21 - Launching chrome browser
2020-04-29 18:04:231 INFO  HomePage :25 - Clicking on accept button [[ChromeDriver: chrome on WINDOWS (8f131aa877fc235f8427b684c2be7f67)] -> xpath: //span[@class='button-text']]
2020-04-29 18:04:402 INFO  AccountPage :21 - Clicking on account button [[ChromeDriver: chrome on WINDOWS (8f131aa877fc235f8427b684c2be7f67)] -> xpath: //button[@id='header-account-menu']]
2020-04-29 18:04:414 INFO  HomePage :31 - Clicking on sign in button [[ChromeDriver: chrome on WINDOWS (8f131aa877fc235f8427b684c2be7f67)] -> xpath: //button[@id='header-account-signin-button']]
